,Date,Unix,Ticker,DE Ration,Price,stock_p_change,SP500,sp500_p_change,Difference
297,2009-02-03 06:40:02,1233664802.0,tgt,1.494,30.2,-48.06534823731729,838.51001,1341.9776612209803,-1390.0430094582975
298,2008-12-19 21:33:12,1229743992.0,tgt,1.494,34.42,-40.80825451418744,887.8800050000001,1426.8787704213244,-1467.6870249355118
299,2004-07-02 23:01:54,1088827314.0,tgt,0.955,41.75,-28.20292347377472,1125.380005,1835.3052536543419,-1863.5081771281166
300,2006-07-19 02:54:32,1153295672.0,tgt,0.685,45.53,-21.70249355116079,1259.810059,2066.4833344797935,-2088.1858280309543
301,2006-08-29 23:01:45,1156910505.0,tgt,0.685,48.72,-16.21668099742046,1304.280029,2142.957917454858,-2159.1745984522786
302,2004-08-10 13:25:50,1092162350.0,tgt,0.955,41.09,-29.33791917454857,1079.040039,1755.6148564058471,-1784.9527755803956
303,2007-05-29 18:49:18,1180482558.0,tgt,0.73,60.61,4.23043852106621,1518.109985,2510.679251934652,-2506.4488134135854
304,2007-04-20 10:46:27,1177083987.0,tgt,0.642,61.26,5.348237317282888,1484.349976,2452.6224866723987,-2447.274249355116
305,2005-04-03 20:46:05,1112579165.0,ups,0.271,71.9,0.0,1180.589966,1541.9888261474268,-1541.9888261474268
306,2007-04-06 11:37:37,1175877457.0,ups,0.266,70.26,-2.280945757997219,1437.77002,1899.6801390820578,-1901.961084840055
307,2005-08-28 05:16:31,1125224191.0,ups,0.251,71.33,-0.7927677329624581,1212.369995,1586.1891446453405,-1586.981912378303
308,2003-10-03 00:01:09,1065157269.0,ups,0.306,64.47,-10.333796940194723,1029.849976,1332.3365452016687,-1342.6703421418636
309,2004-04-13 08:43:41,1081863821.0,ups,0.257,70.43,-2.0445062586926266,1129.439941,1470.8483184979136,-1472.8928247566062
310,2008-12-21 18:00:06,1229904006.0,ups,0.987,53.33,-25.827538247566075,885.2800289999999,1131.2656870653682,-1157.0932253129342
311,2008-01-03 06:53:09,1199364789.0,ups,0.299,69.16,-3.810848400556341,1447.160034,1912.7399638386646,-1916.550812239221
312,2007-03-12 13:11:04,1173723064.0,ups,0.266,70.63,-1.7663421418637137,1406.599976,1856.3282002781636,-1858.0945424200274
313,2004-01-28 07:57:22,1075298242.0,ups,0.296,72.79,1.237830319888735,1128.47998,1469.5131849791376,-1468.275354659249
314,2007-03-08 09:38:43,1173368323.0,ups,0.266,70.0,-2.6425591098748336,1401.890015,1849.777489568845,-1852.42004867872
315,2008-01-24 15:56:07,1201211767.0,ups,0.299,71.0,-1.2517385257301885,1352.069946,1780.486712100139,-1781.738450625869
316,2004-06-23 15:10:54,1088021454.0,ups,0.265,74.48,3.5883171070931823,1144.060059,1491.1822795549372,-1487.593962447844
317,2006-06-17 15:53:21,1150577601.0,ups,0.224,79.28,10.264255910987476,1230.040039,1610.765005563282,-1600.5007496522946
